idx,Radiation
126,2.2045850788607515
127,2.2045857333427956
128,2.204586343393582
129,2.2045869725785945
130,2.2045876101603534
131,2.2045882350491417
132,2.2045889000508323
133,2.204589512248609
134,2.2045901392780065
135,2.204590766274415
136,2.2045914101679953
137,2.2045920624845055
138,2.204592676851169
139,2.2045933334135954
140,2.204593945647778
141,2.204594578989922
142,2.2045952271234803
143,2.204595858341712
144,2.2045964769095514
145,2.2045971270791025
146,2.204597745695389
147,2.204598398031906
148,2.2045990313720436
149,2.2045996436069473
150,2.2046002938463154
151,2.2046009081877633
152,2.204601564746227
153,2.2046021790950645
154,2.2046028103253255
155,2.204603466891208
156,2.204604079122536
157,2.204604731482169
158,2.204605339461261
159,2.204605979150738
160,2.2046066314618624
161,2.2046072416211286
162,2.2046078981674286
163,2.204608510393283
164,2.2046091669670664
165,2.2046097791943344
166,2.2046104125432926
167,2.20461102687364
168,2.2046116770984203
169,2.204612333686852
170,2.2046129438026902
171,2.204613577147006
172,2.2046142337024626
173,2.204614839604977
174,2.2046154982580317
175,2.204616110526458
176,2.2046167438290434
177,2.204617398324991
178,2.204618010560167
179,2.2046186671208114
180,2.204619277226828
181,2.2046199105793405
182,2.2046205122365596
183,2.2046211772609707
184,2.204621827498911
185,2.2046224544855892
186,2.2046230772906372
187,2.2046237127515873
188,2.2046243671749357
189,2.2046249139868825
190,2.204625610657971
191,2.204626260885787
192,2.204626877331095
193,2.2046275296984574
194,2.2046281461352684
195,2.2046288005820185
196,2.2046294128353585
197,2.2046300461846684
198,2.204630696402549
199,2.2046313043923016
200,2.2046319398465113
201,2.2046325795430293
202,2.2046332107149915
203,2.204633867331064
204,2.2046344457844342
205,2.204634946139127
206,2.2046356090264947
207,2.204636267609665
208,2.2046368820387072
209,2.204637506943322
210,2.2046381338575545
211,2.2046387819777276
212,2.204639432298479
213,2.204640048752716
214,2.2046407010989224
215,2.2046413153443787
216,2.2046419487727316
217,2.2046425166836614
218,2.2046432365744923
219,2.2046438466992395
220,2.2046445011505673
221,2.2046451154715916
222,2.204645746724091
223,2.204646382174841
224,2.2046470471916204
225,2.2046476720693207
226,2.2046483137960546
227,2.2046489493334325
228,2.2046495805495456
229,2.2046502159905073
230,2.2046508493291648
231,2.204651503806652
232,2.204652107600052
233,2.2046527704749432
234,2.204653380516983
235,2.2046540139493853
236,2.204654649317903
237,2.2046552827398553
238,2.204655937201732
239,2.204656549412676
240,2.2046571954446583
241,2.2046578139979527
242,2.2046584410191694
243,2.204659080673995
244,2.204659737223391
245,2.204660349475863
246,2.204660997588872
247,2.2046616055833166
248,2.2046622474020534
249,2.204662882830588
250,2.2046635140768487
251,2.20466417057023
252,2.2046647744126013
253,2.2046654373056747
254,2.204666049554842
255,2.204666682900366
256,2.2046673162445596
257,2.204667949575577
258,2.2046686040373866
259,2.2046692141504343
260,2.204669870685895
261,2.204670480849086
262,2.2046711141822293
263,2.2046717496261623
264,2.20467238085972
265,2.204673037433953
266,2.2046736475273505
267,2.204674280885269
268,2.2046749142415383
269,2.204675547571784
270,2.204676183004641
271,2.204676816358113
272,2.2046774687208908
273,2.2046780830765185
274,2.204678735377376
275,2.20467934755182
276,2.2046799830665575
277,2.2046806142768824
278,2.2046812497510633
279,2.2046818830939685
280,2.2046825164354256
281,2.2046831708917756
282,2.204683781012715
283,2.204684410136417
284,2.2046850477057376
285,2.204685681050878
286,2.2046863376093784
287,2.2046869456057197
288,2.204687604302232
289,2.2046882101879572
290,2.2046888477463327
291,2.2046894831945623
292,2.2046901144349182
293,2.2046907688852566
294,2.2046913811123163
295,2.2046920355753894
296,2.204692649919257
297,2.204693281123561
298,2.2046939165997204
299,2.204694571047772
300,2.2046951833180883
301,2.2046958377353123
302,2.20469644784559
303,2.2046970811913558
304,2.2046977103090812
305,2.204698347870457
306,2.20469898332924
307,2.204699610332951
308,2.2047002500230812
309,2.2047008833509283
310,2.2047015167156423
311,2.2047021479272106
312,2.2047027939583885
313,2.2047034082957024
314,2.2047040711949575
315,2.2047046834242012
316,2.204705316770637
317,2.2047059501132873
318,2.204706583439538
319,2.204707214681439
320,2.204707848021429
321,2.2047084834671553
322,2.2047091147001048
323,2.2047097501421824
324,2.204710383495158
325,2.2047110168386466
326,2.204711671296943
327,2.2047122835183526
328,2.2047129379770403
329,2.2047135502050685
330,2.204714181439137
331,2.2047148168974307
332,2.2047154713433734
333,2.2047160835806383
334,2.204716738027342
335,2.2047173397047994
336,2.204717983605737
337,2.2047186148358526
338,2.2047192502903314
339,2.2047198836335316
340,2.2047205380881607
341,2.204721150320193
342,2.204721777331015
343,2.204722416997868
344,2.204723048237108
345,2.2047237047973933
346,2.204724317029032
347,2.204724967268783
348,2.204725577379853
349,2.2047262170572006
350,2.20472684195639
351,2.2047274816341496
352,2.2047281170927358
353,2.2047287483163256
354,2.2047294048889134
355,2.204730017115092
356,2.2047306483501945
357,2.2047312837953412
358,2.2047319171432207
359,2.204732571603784
360,2.2047331838236937
361,2.204733838277262
362,2.2047344505049637
363,2.2047350817452016
364,2.2047357171919395
365,2.2047363716470256
366,2.2047369838832975
367,2.2047376383341293
368,2.2047382505676643
369,2.2047388839061637
370,2.204739510916805
371,2.2047401505965936
372,2.2047408029413114
373,2.2047414172855246
374,2.204742071734994
375,2.2047426839709066
376,2.2047433173099242
377,2.2047439485404907
378,2.2047446030067652
379,2.204745215231148
380,2.2047458718001214
381,2.2047464819061475
382,2.2047471152530878
383,2.204747748596695
384,2.204748381939494
385,2.2047490385091195
386,2.2047496486335203
387,2.2047503030854
388,2.204750915304194
389,2.2047515486496274
390,2.2047521819936855
391,2.2047528385648025
392,2.204753450789484
393,2.2047541052451076
394,2.2047547174803785
395,2.2047553508188926
396,2.20475598206287
397,2.204756615408546
398,2.204757269854639
399,2.2047578841913245
400,2.2047585365362004
401,2.204759150876371
402,2.204759784216696
403,2.204760415473347
404,2.2047610699432685
405,2.2047616821323746
406,2.2047623365829825
407,2.2047629509298257
408,2.2047635758366066
409,2.2047642176232536
410,2.2047648488588005
411,2.204765501212428
412,2.2047661176395605
413,2.204766772092519
414,2.2047673843489273
415,2.2047680176708013
416,2.2047686489170015
417,2.204769305469619
418,2.2047699177024906
419,2.2047705510428455
420,2.2047712055075444
421,2.2047718156285114
422,2.2047724510876274
423,2.2047730844259807
424,2.2047737156592477
425,2.2047743511171705
426,2.204774976006612
427,2.204775617806251
428,2.204776348245682
429,2.2047769984784567
430,2.204777612821691
431,2.204778267275259
432,2.2047788795126015
433,2.2047795149695357
434,2.204780148317221
435,2.204780781645957
436,2.204781414989129
437,2.2047820462403824
438,2.204782700667728
439,2.2047833129068293
440,2.2047839673617937
441,2.204784579620574
442,2.204785236168326
443,2.204785848384402
444,2.204786464852722
445,2.2047871340903744
446,2.20478774630526
447,2.2047883817742546
448,2.2047890362354914
449,2.2047896463535714
450,2.2047902944677524
451,2.2047909151448244
452,2.204791567471952
453,2.204792181801986
454,2.204792810936719
455,2.204793469615508
456,2.2047940797320216
457,2.204794736311386
458,2.2047953485434544
459,2.204795979764002
460,2.204796602559707
461,2.2047972126794924
462,2.2047978671322577
463,2.2047984814763897
464,2.2047991464827463
465,2.204799803054275
466,2.2048004131760806
467,2.204801048643911
468,2.2048016819835956
469,2.204802313223274
470,2.2048029676525065
471,2.2048035799137407
472,2.2048041520232973
473,2.204804848683975
474,2.204805475675331
475,2.2048060520653334
476,2.2048067656213712
477,2.2048074010525998
478,2.2048080301918027
479,2.2048086466553967
480,2.204809301111485
481,2.2048099153620537
482,2.2048104854543897
483,2.204811196913129
484,2.204811836583622
485,2.20481244670451
486,2.204813096932863
487,2.204813709170973
488,2.2048143678645475
489,2.204814982202485
490,2.2048156154481857
491,2.2048162699981795
492,2.204816880121533
493,2.20481753455046
494,2.2048181468004855
495,2.204818803345333
496,2.204819413402831
497,2.2048200489523824
498,2.2048207033956313
499,2.2048212734205794
500,2.2048219489767065
501,2.2048225949964664
502,2.2048232156568335
503,2.204823870020422
504,2.2048244823340726
505,2.204825081902255
506,2.204825732132973
507,2.2048263823799235
508,2.20482703462395
509,2.2048276490620284
510,2.204828275979049
511,2.204828930517591
512,2.2048295427456877
513,2.2048301803240307
514,2.204830828437725
515,2.2048314491107552
516,2.204832101472951
517,2.204832709471099
518,2.204833344931955
519,2.204834001485769
520,2.204834611621523
521,2.2048352701989207
522,2.2048358825204035
523,2.204836515855963
524,2.2048371682117462
525,2.204837780429754
526,2.204838436985732
527,2.2048390471141484
528,2.2048397036774405
529,2.2048403159216434
530,2.204840938685343
531,2.204841601603068
532,2.2048422138139525
533,2.2048428492930388
534,2.2048435015440186
535,2.204844111748248
536,2.2048447704296628
537,2.204845380545162
538,2.2048460096829556
539,2.2048466704507765
540,2.2048472805598496
541,2.204847909701758
542,2.2048485683817267
543,2.2048491742769327
544,2.2048498287402443
545,2.2048504472946444
546,2.2048510764183447
547,2.2048517372039322
548,2.2048523473307893
549,2.2048529975543105
550,2.2048536140106076
551,2.2048542473565194
552,2.204854903922491
553,2.2048555161325645
554,2.2048561642622775
555,2.204856782809907
556,2.2048573739531836
557,2.204858068509787
558,2.2048586807321042
559,2.204859314084808
560,2.2048599685241257
561,2.20486058075844
562,2.204861209910319
563,2.2048618685628534
564,2.204862482903202
565,2.2048631310333078
566,2.204863747490509
567,2.2048644040346335
568,2.2048650141773716
569,2.2048656496270738
570,2.2048663019833175
571,2.2048669142038206
572,2.2048675707689878
573,2.204868180887862
574,2.2048688311133153
575,2.204869443329878
576,2.2048700745793246
577,2.2048707353828987
578,2.2048713497099963
579,2.2048719830716226
580,2.2048726375181666
581,2.204873249731911
582,2.204873883077049
583,2.204874535420881
584,2.204875147673717
585,2.2048757809948873
586,2.204876437560245
587,2.204877049799363
588,2.2048776831392765
589,2.2048783375887147
590,2.2048789477154784
591,2.2048795810544872
592,2.204880235516458
593,2.2048808477434516
594,2.2048815021969337
595,2.2048821165452592
596,2.2048827710007046
597,2.2048833811129454
598,2.20488401024157
599,2.2048846478048776
600,2.204885249485898
601,2.204885935599016
602,2.204886549947169
603,2.204887181174284
604,2.20488783562556
605,2.2048884457462283
606,2.204889083327254
607,2.2048896976681647
608,2.2048903500095505
609,2.2048909812301623
610,2.2048916356888966
611,2.204892224694623
612,2.2048929044881436
613,2.204893510388602
614,2.2048941458485887
615,2.2048948003044906
616,2.2048954146462947
617,2.2048960690978765
618,2.2048966813366366
619,2.204897316781103
620,2.20489796279377
621,2.2048985813598794
622,2.2048992379228363
623,2.204899848045976
624,2.2049004750561023
625,2.2049011379600665
626,2.2049017501941037
627,2.2049024046451233
628,2.2049030126590914
629,2.204903650230308
630,2.2049043025670474
631,2.204904921129862
632,2.2049055481394833
633,2.2049062046997276
634,2.2049068148294086
635,2.204907471390401
636,2.204908081515595
637,2.204908716966183
638,2.2049093650834344
639,2.204909983650294
640,2.2049105726743186
641,2.2049112630040453
642,2.204911883693078
643,2.204912517043632
644,2.2049131693740325
645,2.204913781607803
646,2.2049144170557073
647,2.204915063069123
648,2.2049156816406437
649,2.2049163381978585
650,2.204916946218083
651,2.2049176027770567
652,2.2049182171224606
653,2.2049188335762717
654,2.204919481702718
655,2.2049201129383933
656,2.2049207716125863
657,2.2049213838408526
658,2.20492202985011
659,2.2049226505291335
660,2.2049232817649007
661,2.204923936218261
662,2.204924550556776
663,2.204925183889742
664,2.204925838356394
665,2.204926471702019
666,2.2049270839399107
667,2.204927736277562
668,2.204928350624739
669,2.2049290050722865
670,2.2049296173023913
671,2.2049302485370457
672,2.2049309051173416
673,2.2049315173409414
674,2.204932171792769
675,2.204932777691603
676,2.2049334152564866
677,2.204934069705363
678,2.2049346840559454
679,2.2049353089572894
680,2.204935969742484
681,2.204936584086118
682,2.2049372343183515
683,2.204937842337345
684,2.2049384841140527
685,2.2049391069029776
686,2.2049397444761403
687,2.2049404052630326
688,2.2049410027235337
689,2.2049416719433137
690,2.2049422841835904
691,2.2049429365247963
692,2.2049435487556384
693,2.2049441842103175
694,2.204944834444333
695,2.2049454508979527
696,2.20494609902127
697,2.204946707030633
698,2.204947369931917
699,2.204947984273866
700,2.2049486091636963
701,2.204949250967731
702,2.204949818864337
703,2.20495051554195
704,2.2049511699947333
705,2.204951782232451
706,2.204952417672021
707,2.20495307212929
708,2.204953684367399
709,2.20495431348512
710,2.204954934163065
711,2.204955584396701
712,2.2049561480703077
713,2.2049568405420064
714,2.204957484433254
715,2.204958138895276
716,2.2049587447905186
717,2.204959403455221
718,2.2049600178086557
719,2.2049606469294316
720,2.2049613034975155
721,2.2049619368330897
722,2.204962544850445
723,2.204963205638162
724,2.2049638178622852
725,2.2049644702054585
726,2.204965084548273
727,2.204965717894235
728,2.2049663702485565
729,2.2049669845816666
730,2.2049676369283597
731,2.2049682512764917
732,2.2049688423982596
733,2.2049694504181185
734,2.2049701703121363
735,2.204970782552285
736,2.204971415902859
737,2.2049720703495885
738,2.2049726403560523
739,2.2049732736935628
740,2.2049739513978266
741,2.2049745847431916
742,2.2049752392002167
743,2.2049758471923715
744,2.2049764826726412
745,2.204977137090676
746,2.2049777493562437
747,2.2049784037829196
748,2.2049790181360187
749,2.2049796514772577
750,2.2049802975009554
751,2.204980918167421
752,2.2049815494038643
753,2.2049821827453617
754,2.2049828181950444
755,2.2049834705242057
756,2.2049840848787525
757,2.2049847393612056
758,2.204985349473399
759,2.2049859574881445
760,2.204986637274982
761,2.2049872495021905
762,2.204987906051898
763,2.204988507751315
764,2.2049891727551874
765,2.204989782891923
766,2.204990418330466
767,2.204991072803513
768,2.2049916850248774
769,2.204992314152986
770,2.204992970693463
771,2.2049935850576055
772,2.204994216293723
773,2.2049948665384504
774,2.204995472428026
775,2.2049961395459023
776,2.2049967517834923
777,2.204997404133898
778,2.204998018385397
779,2.204998649711769
780,2.20499929783168
781,2.2049999100704714
782,2.205000568745155
783,2.205001176749245
784,2.2050018143217587
785,2.205002473003156
786,2.205003083127125
787,2.2050037396575535
788,2.205004351819889
789,2.2050049768119253
790,2.2050056397171707
791,2.2050062519442135
792,2.2050069042868237
793,2.205007518640404
794,2.2050081497949825
795,2.2050088064243054
796,2.2050094186777445
797,2.2050100455835238
798,2.205010706458582
799,2.2050113165811958
800,2.2050119478145542
801,2.2050126043848017
802,2.2050132187255302
803,2.2050138499555585
804,2.205014506435997
805,2.2050151187592335
806,2.20501575000766
807,2.205016385441356
808,2.2050170399161173
809,2.205017649938828
810,2.205018285397818
811,2.2050189378349847
812,2.205019550059189
813,2.205020185491381
814,2.205020747089656
815,2.20502138886126
816,2.205022106655658
817,2.2050227314835684
818,2.20502328889899
819,2.205023985569425
820,2.205024631588386
821,2.2050252521790847
822,2.20502590461428
823,2.205026474527414
824,2.2050271458721835
825,2.2050277835267416
826,2.205028416868483
827,2.205029071325203
828,2.205029685659783
829,2.2050303401337583
830,2.205030941821786
831,2.205031585710837
832,2.2050322379877816
833,2.2050328502819205
834,2.205033500506742
835,2.205034116970745
836,2.2050347503146916
837,2.2050354068491163
838,2.2050360191214304
839,2.2050366460477564
840,2.205037285786225
841,2.2050379149102493
842,2.2050385714664
843,2.205039183691333
844,2.20503983393531
845,2.205040450411987
846,2.2050410858376264
847,2.20504171705116
848,2.2050423525371925
849,2.2050429922003696
850,2.20504361711541
851,2.2050442504530983
852,2.2050448985836626
853,2.205045510824198
854,2.2050461652539517
855,2.205046781708308
856,2.2050474382250442
857,2.205048050515673
858,2.2050486374280176
859,2.205049336209657
860,2.205049950554667
861,2.2050506007896464
862,2.2050512045739485
863,2.2050518463622164
864,2.205052502904797
865,2.205053115162088
866,2.2050537717408556
867,2.2050543839590215
868,2.205055038413126
869,2.2050556527667764
870,2.205056284012627
871,2.2050569342336215
872,2.205057550682
873,2.205058198796939
874,2.2050588194714513
875,2.205059446493589
876,2.2050601072798184
877,2.2050607174023664
878,2.205061348629651
879,2.205061984082099
880,2.2050626132020517
881,2.2050632718885677
882,2.205063886224801
883,2.2050645195891527
884,2.2050650769250173
885,2.2050658052720413
886,2.205066409060846
887,2.2050670740627694
888,2.205067686303058
889,2.2050683386420644
890,2.2050689466697837
891,2.205069607448065
892,2.205070217581591
893,2.2050708530096075
894,2.2050714842619903
895,2.2050721197131122
896,2.2050727678286925
897,2.2050733864061036
898,2.2050740197497
899,2.205074650972803
900,2.2050752843340864
901,2.205075938788948
902,2.20507655312563
903,2.205077180134237
904,2.205077826142475
905,2.205078465823515
906,2.205079086495001
907,2.2050797135064903
908,2.2050803721937413
909,2.2050809802020592
910,2.205081641012282
911,2.2050822511148174
912,2.2050828865712746
913,2.2050835389137244
914,2.2050841511418815
915,2.2050847865976926
916,2.2050854389512056
917,2.2050860532820593
918,2.2050866845339643
919,2.205087341094469
920,2.205087951209045
921,2.205088584559384
922,2.2050892242467013
923,2.205089847026261
924,2.205090482481314
925,2.2050911390436427
926,2.205091751284459
927,2.205092378295471
928,2.205093041194174
929,2.205093653438957
930,2.205094305789583
931,2.2050949201233605
932,2.2050955513506274
933,2.2050961846832133
934,2.205096818035649
935,2.2050974682763624
936,2.205098067830129
937,2.2050987412896212
938,2.2050993387450144
939,2.2050999868626096
940,2.2051006328669804
941,2.205101245109726
942,2.205101880562695
943,2.2051025350245888
944,2.2051031514659067
945,2.2051037848213397
946,2.2051044413890803
947,2.205105047287478
948,2.2051056869759957
949,2.205106318193343
950,2.2051069578811795
951,2.2051075848904382
952,2.205108218234762
953,2.2051088726823624
954,2.2051094806969442
955,2.205110088700037
956,2.205110738940058
957,2.2051113849552197
958,2.2051119570770736
959,2.20511264531167
960,2.205113287094253
961,2.205113920450214
962,2.205114564339031
963,2.2051151850183954
964,2.2051158415787047
965,2.2051164538187793
966,2.2051171082746466
967,2.2051177141764318
968,2.2051183432921806
969,2.2051189977524936
970,2.205119618437597
971,2.2051202750027374
972,2.205120887227668
973,2.205121520578963
974,2.205122172917118
975,2.2051227830434827
976,2.2051234142802763
977,2.2051240708394593
978,2.205124685187056
979,2.2051253121991774
980,2.2051259539910446
981,2.2051265873288157
982,2.2051272396808117
983,2.2051278751367924
984,2.205128487362555
985,2.2051291122661785
986,2.2051297519492477
987,2.205130387402899
988,2.2051310017427634
989,2.2051316540939023
990,2.2051322726564675
991,2.205132933452045
992,2.205133547783144
993,2.2051341241356064
994,2.2051348419281016
995,2.2051354520469326
996,2.2051360875056827
997,2.2051367292969917
998,2.2051373520850404
999,2.205137987537104
1000,2.2051386419909957
1001,2.2051392521196354
1002,2.2051399023558176
1003,2.2051405145841723
1004,2.205141175364799
1005,2.205141779160265
1006,2.205142420942022
1007,2.2051430754096
1008,2.205143679198098
1009,2.2051443357615073
1010,2.2051449543270043
1011,2.2051456066712936
1012,2.2051462210203576
1013,2.2051468543626016
1014,2.205147479257233
1015,2.205148121051215
1016,2.205148752277442
1017,2.2051493856378332
1018,2.2051500422176904
1019,2.205150654430559
1020,2.205151283556921
1021,2.2051519190119073
1022,2.205152554462125
1023,2.205153206814968
1024,2.2051538211537296
1025,2.2051544756128623
1026,2.2051550688462624
1027,2.205155721193182
1028,2.2051563545400343
1029,2.2051569878767854
1030,2.2051576402144817
1031,2.2051582419076627
1032,2.205158885794566
1033,2.205159514925686
1034,2.2051601757232673
1035,2.2051607816268017
1036,2.205161419195762
1037,2.2051620715366465
1038,2.205162687996567
1039,2.205163296006555
1040,2.205163952575977
1041,2.2051645605899766
1042,2.2051652382613525
1043,2.2051658526144395
1044,2.205166488077403
1045,2.2051671214298
1046,2.2051677526353597
1047,2.205168388111401
1048,2.2051690404566084
1049,2.205169646332935
1050,2.205170309272041
1051,2.20517091936297
1052,2.2051715548398256
1053,2.2051722029690115
1054,2.2051728129963
1055,2.2051734506636804
1056,2.2051740882234743
1057,2.2051747046841155
1058,2.2051753675662455
1059,2.205175988259111
1060,2.2051766194889826
1061,2.2051772739477333
1062,2.2051778882897426
1063,2.2051785406338085
1064,2.205179152880514
1065,2.2051798094471007
1066,2.205180419555788
1067,2.2051810550311126
1068,2.2051816883635
1069,2.20518232170724
1070,2.205182955051511
1071,2.2051836095035076
1072,2.205184221748591
1073,2.205184852965579
1074,2.20518550948865
1075,2.205186121686973
1076,2.205186776233812
1077,2.205187386339624
1078,2.205188019682347
1079,2.20518867416761
1080,2.2051892884772295
1081,2.205189909177205
1082,2.2051905762879516
1083,2.205191188444779
1084,2.2051918408733844
1085,2.2051924552353928
1086,2.2051931096092554
1087,2.205193719803611
1088,2.205194355274875
1089,2.2051949886157676
1090,2.205195613492406
1091,2.205196253191064
1092,2.2051969034282424
1093,2.2051975135329345
1094,2.205198153216781
1095,2.2051987886788327
1096,2.2051994219271016
1097,2.205200076387061
1098,2.2052006887132953
1099,2.2052013071873504
1100,2.205201955391976
1101,2.205202588759512
1102,2.2052032219977735
1103,2.2052038554475626
1104,2.2052045076904196
1105,2.2052051135949133
1106,2.2052057554648417
1107,2.2052063887219866
1108,2.2052070073728274
1109,2.2052076680865564
1110,2.2052082888403564
1111,2.205208919990126
1112,2.2052095555369675
1113,2.2052101403232247
1114,2.2052108180152183
1115,2.205211453449314
1116,2.2052120889317424
1117,2.2052127222530444
1118,2.205213355581656
1119,2.2052140037272294
1120,2.2052146222947613
1121,2.205215255635759
1122,2.205215886873378
1123,2.20521652233667
1124,2.2052171746805107
1125,2.20521778691462
1126,2.2052184202739467
1127,2.20521907045981
1128,2.2052196869111658
1129,2.205220320284697
1130,2.2052209747354303
1131,2.205221586969711
1132,2.205222220332317
1133,2.205222855776104
1134,2.205223484899171
1135,2.2052241435987323
1136,2.2052247515847174
1137,2.2052253870480882
1138,2.205226655835001
1139,2.205227282862155
1140,2.2052279225418028
1141,2.205228555883923
1142,2.205229203999137
1143,2.2052298225583593
1144,2.2052304432615557
1145,2.205231108283376
1146,2.2052317204907013
1147,2.205232355938139
1148,2.205232989301988
1149,2.205233641634865
1150,2.205234255957257
1151,2.205234847081334
1152,2.205235541651369
1153,2.2052361538954095
1154,2.20523680834211
1155,2.205237420571227
1156,2.205237990583965
1157,2.2052386872642327
1158,2.2052393438281044
1159,2.2052399560654985
1160,2.205240610520366
1161,2.20524121430767
1162,2.2052418518765626
1163,2.2052425105521913
1164,2.205243118566557
1165,2.205243777246255
1166,2.2052443894858422
1167,2.205245022825494
1168,2.2052456561711677
1169,2.205246287406328
1170,2.205246922867229
1171,2.2052475541028747
1172,2.2052481874537015
1173,2.205248839797217
1174,2.2052494541405414
1175,2.2052500874855157
1176,2.2052507229429965
1177,2.205251354172746
1178,2.2052519875120766
1179,2.2052526166379676
1180,2.2052532774323157
1181,2.205253887554475
1182,2.2052545420042806
1183,2.2052551457971363
1184,2.2052557896961864
1185,2.2052564399348356
1186,2.205257041613757
1187,2.2052576876319807
1188,2.205258342086829
1189,2.2052589564246983
1190,2.2052595876786003
1191,2.205260242133177
1192,2.205260854367532
1193,2.2052614877024768
1194,2.205262142171148
1195,2.2052627543984786
1196,2.2052634109692946
1197,2.2052640232042746
1198,2.205264593210987
1199,2.2052652899033665
1200,2.205265921116588
1201,2.205266556577174
1202,2.2052671856937076
1203,2.2052678401566874
1204,2.2052684566085743
1205,2.205269089966562
1206,2.205269744426107
1207,2.2052703503156725
1208,2.2052709899994305
1209,2.205271642353999
1210,2.2052722545823213
1211,2.2052728837064772
1212,2.2052735170554056
1213,2.205274148270452
1214,2.2052747900915577
1215,2.2052754213107395
1216,2.2052760715715904
1217,2.205276690106729
1218,2.2052772917808676
1219,2.2052779504644775
1220,2.205278590157706
1221,2.20527924459747
1222,2.205279854721595
1223,2.205280488067102
1224,2.2052811446249825
1225,2.2052817568572514
1226,2.2052824113101845
1227,2.205283023550125
1228,2.2052836484545133
1229,2.205284290252343
1230,2.2052849214994414
1231,2.2052855780809923
1232,2.2052861881512573
1233,2.2052868215203927
1234,2.2052874569995105
1235,2.205288088221092
1236,2.205288738461156
1237,2.205289357032143
1238,2.205290009381387
1239,2.20529060682164
1240,2.2052912781594913
1241,2.205291888293469
1242,2.205292523768948
1243,2.2052931571019956
1244,2.2052937841222358
1245,2.205294444891381
1246,2.2052950423467985
1247,2.2052956841335076
1248,2.205296315314126
1249,2.205296957167944
1250,2.205297609516285
1251,2.2052982217553296
1252,2.205298855091524
1253,2.205299486310609
1254,2.205300121765147
1255,2.205300778357187
1256,2.2053013884822494
1257,2.2053020408108868
1258,2.2053026783877487
1259,2.2053032884847577
1260,2.2053039239699586
1261,2.2053045699651013
1262,2.2053051906653445
1263,2.2053058239987435
1264,2.205306467890664
1265,2.2053070885650783
1266,2.205307721918919
1267,2.205308357381216
1268,2.205308982270745
1269,2.205309645181464
1270,2.205310255312369
1271,2.2053108464414053
1272,2.205311522008949
1273,2.2053121764560157
1274,2.205312788697233
1275,2.205313424146851
1276,2.205314057500055
1277,2.205314688732133
1278,2.205315322064936
1279,2.2053159575253223
1280,2.2053166035410903
1281,2.2053172221318365
1282,2.205317857596806
1283,2.205318509936605
1284,2.2053191179321945
1285,2.2053197787515
1286,2.2053203888523063
1287,2.205321022200146
1288,2.2053216787683394
1289,2.2053222910102086
1290,2.2053229243269374
1291,2.2053235555777495
1292,2.205324188898463
1293,2.2053248222652346
